"","id","gene_short_name","NA.","status","term","estimate","std_err","test_val","p_value","normalized_effect","model_component","q_value","significant_deg","hvg"
"35366","ENSG00000165672","PRDX3","Gene Expression","OK","shape_score",-0.0802927,0.0037507,-21.4075,3.78e-96,-0.115467569167413,"count",5.44509e-92,TRUE,TRUE
"35466","ENSG00000065154","OAT","Gene Expression","OK","shape_score",-0.0706702,0.0053347,-13.2472,3.34e-39,-0.101247839307304,"count",4.686688e-35,TRUE,TRUE
"35510","ENSG00000107949","BCCIP","Gene Expression","OK","shape_score",-0.1121634,0.0070622,-15.8822,4.57e-55,-0.159876209220039,"count",6.483916e-51,TRUE,TRUE
"35550","ENSG00000108010","GLRX3","Gene Expression","OK","shape_score",-0.1045727,0.0037113,-28.1771,5.76e-159,-0.150381137734057,"count",8.361216e-155,TRUE,TRUE
"35598","ENSG00000127884","ECHS1","Gene Expression","OK","shape_score",-0.0740469,0.0031247,-23.6976,5.4e-116,-0.106564056731109,"count",7.80354e-112,TRUE,TRUE
"35698","ENSG00000078237","TIGAR","Gene Expression","OK","shape_score",-0.0778897,0.0108773,-7.1608,9.57e-13,-0.108913993886005,"count",1.2495549e-08,TRUE,TRUE
"35718","ENSG00000139180","NDUFA9","Gene Expression","OK","shape_score",-0.1246678,0.0063517,-19.6274,8.04e-82,-0.178177970229954,"count",1.154142e-77,TRUE,TRUE
"35722","ENSG00000010278","CD9","Gene Expression","OK","shape_score",-0.1309492,0.0050329,-26.0186,1.3e-137,-0.188006487178452,"count",1.88318e-133,TRUE,TRUE
"35826","ENSG00000111669","TPI1","Gene Expression","OK","shape_score",-0.0748161,0.0017288,-43.2757,0,-0.107893626773008,"count",0,TRUE,TRUE
"35862","ENSG00000126749","EMG1","Gene Expression","OK","shape_score",-0.082708,0.0060981,-13.5629,5.73e-41,-0.118264138369713,"count",8.051223e-37,TRUE,TRUE
"36038","ENSG00000178878","APOLD1","Gene Expression","OK","shape_score",0.0896223,0.0134507,6.663,3.06e-11,0.12221139801465,"count",3.950154e-07,TRUE,FALSE
"36098","ENSG00000023697","DERA","Gene Expression","OK","shape_score",-0.0729692,0.0074481,-9.797,2.12e-22,-0.103760192442381,"count",2.890408e-18,TRUE,TRUE
"36258","ENSG00000061794","MRPS35","Gene Expression","OK","shape_score",-0.0708546,0.0078524,-9.0233,2.82e-19,-0.100573573053984,"count",3.811512e-15,TRUE,TRUE
"36362","ENSG00000139131","YARS2","Gene Expression","OK","shape_score",-0.0755373,0.011921,-6.3365,2.62e-10,-0.104828473227702,"count",3.346788e-06,TRUE,TRUE
"36406","ENSG00000134283","PPHLN1","Gene Expression","OK","shape_score",-0.0738348,0.0070786,-10.4307,3.88e-25,-0.105132468224062,"count",5.324524e-21,TRUE,TRUE
"36430","ENSG00000177119","ANO6","Gene Expression","OK","shape_score",0.0756064,0.0133821,5.6498,1.72e-08,0.103113777687295,"count",0.000215172,TRUE,FALSE
"36606","ENSG00000123416","TUBA1B","Gene Expression","OK","shape_score",-0.1187314,0.0031833,-37.2978,3.59e-260,-0.171243259466091,"count",5.232784e-256,TRUE,TRUE
"36610","ENSG00000167552","TUBA1A","Gene Expression","OK","shape_score",-0.1165584,0.0036087,-32.2995,1.01e-202,-0.167880456137518,"count",1.469449e-198,TRUE,TRUE
"36614","ENSG00000167553","TUBA1C","Gene Expression","OK","shape_score",-0.0699761,0.0039083,-17.9045,6.36e-69,-0.10066904687996,"count",9.080172e-65,TRUE,TRUE
"36650","ENSG00000139644","TMBIM6","Gene Expression","OK","shape_score",-0.081534,0.0029291,-27.8355,1.64e-155,-0.117434053690745,"count",2.380132e-151,TRUE,TRUE
"36706","ENSG00000123268","ATF1","Gene Expression","OK","shape_score",-0.0759721,0.0126645,-5.9988,2.17e-09,-0.105262867835976,"count",2.746352e-05,TRUE,TRUE
"36794","ENSG00000111057","KRT18","Gene Expression","OK","shape_score",-0.104585,0.0043182,-24.2194,1e-120,-0.150567237500635,"count",1.4459e-116,TRUE,TRUE
"36850","ENSG00000094914","AAAS","Gene Expression","OK","shape_score",-0.110571,0.0121171,-9.1252,1.13e-19,-0.154344192015794,"count",1.529229e-15,TRUE,FALSE
"36866","ENSG00000139625","MAP3K12","Gene Expression","OK","shape_score",0.1109404,0.0218063,5.0875,3.8e-07,0.135686951570529,"count",0.0046322,TRUE,FALSE
"36938","ENSG00000135404","CD63","Gene Expression","OK","shape_score",-0.089258,0.002195,-40.6638,4.96e-301,-0.128738753449077,"count",7.234656e-297,TRUE,TRUE
"36954","ENSG00000123353","ORMDL2","Gene Expression","OK","shape_score",-0.0762812,0.0054163,-14.0837,5.81e-44,-0.109274723792174,"count",8.182804e-40,TRUE,TRUE
"37002","ENSG00000170515","PA2G4","Gene Expression","OK","shape_score",-0.0810388,0.0046563,-17.4041,2.31e-65,-0.116358566240883,"count",3.292443e-61,TRUE,TRUE
"37102","ENSG00000110955","ATP5F1B","Gene Expression","OK","shape_score",-0.1142531,0.0032622,-35.0238,1.66e-233,-0.164474807594643,"count",2.418288e-229,TRUE,TRUE
"37230","ENSG00000037897","METTL1","Gene Expression","OK","shape_score",-0.1050575,0.0125054,-8.401,6.15e-17,-0.146025367810374,"count",8.250225e-13,TRUE,TRUE
"37238","ENSG00000123297","TSFM","Gene Expression","OK","shape_score",-0.1090557,0.0092899,-11.7391,2.73e-31,-0.15416310656341,"count",3.788421e-27,TRUE,TRUE
"37358","ENSG00000155957","TMBIM4","Gene Expression","OK","shape_score",-0.0797311,0.005628,-14.1668,1.89e-44,-0.114102806894441,"count",2.663388e-40,TRUE,TRUE
"37414","ENSG00000166226","CCT2","Gene Expression","OK","shape_score",-0.1153947,0.0052759,-21.8719,4.76e-100,-0.165473561716616,"count",6.863444e-96,TRUE,TRUE
"37446","ENSG00000173451","THAP2","Gene Expression","OK","shape_score",-0.0868048,0.0168576,-5.1493,2.75e-07,-0.117069111339804,"count",0.003361325,TRUE,FALSE
"37530","ENSG00000165891","E2F7","Gene Expression","OK","shape_score",0.0976956,0.0179547,5.4412,5.62e-08,0.127867941376157,"count",0.0006969924,TRUE,FALSE
"37750","ENSG00000257167","TMPO-AS1","Gene Expression","OK","shape_score",0.1147124,0.0164135,6.9889,3.25e-12,0.14156580762348,"count",4.226625e-08,TRUE,FALSE
"37774","ENSG00000075089","ACTR6","Gene Expression","OK","shape_score",-0.0887132,0.0160961,-5.5115,3.79e-08,-0.120258282255927,"count",0.0004717034,TRUE,TRUE
"37794","ENSG00000120805","ARL1","Gene Expression","OK","shape_score",-0.0859791,0.007101,-12.1081,3.81e-33,-0.122472072697023,"count",5.306187e-29,TRUE,TRUE
"37818","ENSG00000075188","NUP37","Gene Expression","OK","shape_score",-0.1550211,0.0107999,-14.3539,1.48e-45,-0.217802283966059,"count",2.087836e-41,TRUE,TRUE
"37878","ENSG00000151131","C12orf45","Gene Expression","OK","shape_score",-0.0753677,0.0094845,-7.9464,2.5e-15,-0.106382394418761,"count",3.327e-11,TRUE,TRUE
"37946","ENSG00000136045","PWP1","Gene Expression","OK","shape_score",-0.1039425,0.007345,-14.1514,2.33e-44,-0.147985691140359,"count",3.283203e-40,TRUE,TRUE
"38058","ENSG00000111231","GPN3","Gene Expression","OK","shape_score",-0.118507,0.010215,-11.6013,1.3e-30,-0.166834829370031,"count",1.80193e-26,TRUE,TRUE
"38062","ENSG00000204856","FAM216A","Gene Expression","OK","shape_score",-0.082943,0.0074103,-11.193,1.22e-28,-0.118150426465325,"count",1.684454e-24,TRUE,TRUE
"38330","ENSG00000110871","COQ5","Gene Expression","OK","shape_score",-0.1029337,0.010919,-9.4271,7.07e-21,-0.14417170387602,"count",9.600353e-17,TRUE,TRUE
"38534","ENSG00000111361","EIF2B1","Gene Expression","OK","shape_score",-0.108587,0.0085428,-12.711,2.73e-36,-0.153944249341627,"count",3.817632e-32,TRUE,TRUE
"38610","ENSG00000132341","RAN","Gene Expression","OK","shape_score",-0.077515,0.002251,-34.4363,9.36e-227,-0.111750201349235,"count",1.3631904e-222,TRUE,TRUE
"38638","ENSG00000184967","NOC4L","Gene Expression","OK","shape_score",-0.1291561,0.0121082,-10.6668,3.37e-26,-0.18022703088996,"count",4.632739e-22,TRUE,FALSE
"38774","ENSG00000165487","MICU2","Gene Expression","OK","shape_score",-0.0777259,0.0102759,-7.5639,4.87e-14,-0.109130872373089,"count",6.424504e-10,TRUE,TRUE
"38906","ENSG00000189403","HMGB1","Gene Expression","OK","shape_score",-0.0713939,0.0025719,-27.7593,9.61e-155,-0.102931707868526,"count",1.3945071e-150,TRUE,TRUE
"38994","ENSG00000120699","EXOSC8","Gene Expression","OK","shape_score",-0.1101535,0.0071251,-15.46,2.36e-52,-0.156793125492864,"count",3.343648e-48,TRUE,TRUE
"39030","ENSG00000102738","MRPS31","Gene Expression","OK","shape_score",-0.1066218,0.0150446,-7.087,1.62e-12,-0.146112304085859,"count",2.111508e-08,TRUE,TRUE
"39114","ENSG00000083635","NUFIP1","Gene Expression","OK","shape_score",-0.0850047,0.0165958,-5.1221,3.17e-07,-0.114863318091292,"count",0.003869302,TRUE,FALSE
"39154","ENSG00000139684","ESD","Gene Expression","OK","shape_score",-0.0752803,0.0041806,-18.0071,1.15e-69,-0.108140532305152,"count",1.6422e-65,TRUE,TRUE
"39158","ENSG00000136143","SUCLA2","Gene Expression","OK","shape_score",-0.0728791,0.010583,-6.8864,6.65e-12,-0.102200606891148,"count",8.62904e-08,TRUE,TRUE
"39174","ENSG00000136156","ITM2B","Gene Expression","OK","shape_score",-0.0843159,0.0048594,-17.351,5.44e-65,-0.121014511947474,"count",7.750368e-61,TRUE,TRUE
"39370","ENSG00000178695","KCTD12","Gene Expression","OK","shape_score",0.0736699,0.0132375,5.5652,2.8e-08,0.100281918330309,"count",0.0003493,TRUE,FALSE
"39570","ENSG00000204442","FAM155A","Gene Expression","OK","shape_score",0.104974,0.014594,7.193,7.58e-13,0.139995700656329,"count",9.905544e-09,TRUE,FALSE
"39650","ENSG00000126226","PCID2","Gene Expression","OK","shape_score",-0.0804884,0.0100176,-8.0347,1.24e-15,-0.113215966254851,"count",1.653044e-11,TRUE,TRUE
"39774","ENSG00000165804","ZNF219","Gene Expression","OK","shape_score",0.0947466,0.0191017,4.9601,7.35e-07,0.12018690232882,"count",0.00890085,TRUE,FALSE
"39850","ENSG00000100462","PRMT5","Gene Expression","OK","shape_score",-0.0976933,0.0091742,-10.6487,4.07e-26,-0.138088939843316,"count",5.592587e-22,TRUE,TRUE
"39906","ENSG00000129460","NGDN","Gene Expression","OK","shape_score",-0.1051388,0.0097689,-10.7627,1.23e-26,-0.148097267382648,"count",1.692726e-22,TRUE,TRUE
"39922","ENSG00000258727","AL135999.1","Gene Expression","OK","shape_score",0.1389326,0.0277809,5.001,5.96e-07,0.149423546140714,"count",0.00723246,TRUE,FALSE
"39966","ENSG00000100911","PSME2","Gene Expression","OK","shape_score",-0.0905385,0.0035839,-25.2628,2.06e-130,-0.130270509708331,"count",2.98185e-126,TRUE,TRUE
"40034","ENSG00000100968","NFATC4","Gene Expression","OK","shape_score",0.0828316,0.0155749,5.3183,1.11e-07,0.109936247002503,"count",0.001368075,TRUE,FALSE
"40142","ENSG00000198604","BAZ1A","Gene Expression","OK","shape_score",-0.0732484,0.0073264,-9.9979,2.99e-23,-0.104262748014115,"count",4.084938e-19,TRUE,TRUE
"40166","ENSG00000100902","PSMA6","Gene Expression","OK","shape_score",-0.0854223,0.0129228,-6.6102,4.37e-11,-0.118091127522621,"count",5.634678e-07,TRUE,FALSE
"40306","ENSG00000165506","DNAAF2","Gene Expression","OK","shape_score",-0.0799284,0.0123201,-6.4876,9.83e-11,-0.111279430574068,"count",1.2616805e-06,TRUE,TRUE
"40434","ENSG00000100519","PSMC6","Gene Expression","OK","shape_score",-0.1100729,0.0065841,-16.718,1.27e-60,-0.157174232813416,"count",1.80594e-56,TRUE,TRUE
"40462","ENSG00000100526","CDKN3","Gene Expression","OK","shape_score",-0.1202115,0.0053613,-22.422,9.46e-105,-0.172791562338979,"count",1.3651726e-100,TRUE,TRUE
"40502","ENSG00000126787","DLGAP5","Gene Expression","OK","shape_score",-0.0912738,0.0099671,-9.1575,8.42e-20,-0.127539690531842,"count",1.1399838e-15,TRUE,TRUE
"40554","ENSG00000131966","ACTR10","Gene Expression","OK","shape_score",-0.0803196,0.0081927,-9.8038,1.98e-22,-0.113880764571539,"count",2.69973e-18,TRUE,TRUE
"40558","ENSG00000100567","PSMA3","Gene Expression","OK","shape_score",-0.0957106,0.0044127,-21.69,1.63e-98,-0.137456336055462,"count",2.349808e-94,TRUE,TRUE
"40606","ENSG00000100612","DHRS7","Gene Expression","OK","shape_score",-0.1002918,0.0086348,-11.6149,1.12e-30,-0.142031922507342,"count",1.552656e-26,TRUE,TRUE
"40658","ENSG00000023608","SNAPC1","Gene Expression","OK","shape_score",-0.1035048,0.0104439,-9.9106,7.03e-23,-0.145525123948147,"count",9.596653e-19,TRUE,TRUE
"40766","ENSG00000134001","EIF2S1","Gene Expression","OK","shape_score",-0.0936771,0.0066722,-14.0399,1.05e-43,-0.133737702643259,"count",1.4784e-39,TRUE,TRUE
"40970","ENSG00000119723","COQ6","Gene Expression","OK","shape_score",-0.1022944,0.0134469,-7.6073,3.5e-14,-0.141437865086767,"count",4.62245e-10,TRUE,FALSE
"41034","ENSG00000119718","EIF2B2","Gene Expression","OK","shape_score",-0.1065418,0.0083144,-12.8141,7.68e-37,-0.151220268137364,"count",1.074816e-32,TRUE,TRUE
"41074","ENSG00000119685","TTLL5","Gene Expression","OK","shape_score",0.077318,0.0134686,5.7406,1.02e-08,0.105139578232603,"count",0.0001280202,TRUE,FALSE
"41142","ENSG00000100591","AHSA1","Gene Expression","OK","shape_score",-0.0977854,0.0064428,-15.1774,1.42e-50,-0.139615613170856,"count",2.009726e-46,TRUE,TRUE
"41230","ENSG00000100764","PSMC1","Gene Expression","OK","shape_score",-0.1195723,0.0050431,-23.7099,4.19e-116,-0.171541710622172,"count",6.055807e-112,TRUE,TRUE
"41386","ENSG00000100749","VRK1","Gene Expression","OK","shape_score",-0.0754117,0.0118988,-6.3378,2.6e-10,-0.104196278430244,"count",3.3215e-06,TRUE,TRUE
"41414","ENSG00000196405","EVL","Gene Expression","OK","shape_score",0.1129324,0.0149201,7.5691,4.68e-14,0.150612047635932,"count",6.17526e-10,TRUE,FALSE
"41470","ENSG00000080824","HSP90AA1","Gene Expression","OK","shape_score",-0.0762058,0.0027797,-27.4151,2.69e-151,-0.109819231908873,"count",3.902383e-147,TRUE,TRUE
"41638","ENSG00000184887","BTBD6","Gene Expression","OK","shape_score",0.0847932,0.0148545,5.7082,1.23e-08,0.113961555529065,"count",0.0001541559,TRUE,FALSE
"41746","ENSG00000285077","ARHGAP11B","Gene Expression","OK","shape_score",0.1528959,0.0211292,7.2363,5.54e-13,0.179358350180321,"count",7.24909e-09,TRUE,FALSE
"41786","ENSG00000198826","ARHGAP11A","Gene Expression","OK","shape_score",0.0951021,0.0112327,8.4665,3.55e-17,0.128776075968548,"count",4.766585e-13,TRUE,TRUE
"41814","ENSG00000134153","EMC7","Gene Expression","OK","shape_score",-0.1006479,0.0051094,-19.6985,2.25e-82,-0.144295307503683,"count",3.23055e-78,TRUE,TRUE
"42022","ENSG00000137806","NDUFAF1","Gene Expression","OK","shape_score",-0.0839104,0.0163135,-5.1436,2.83e-07,-0.113320970516337,"count",0.00345826,TRUE,FALSE
"42142","ENSG00000167004","PDIA3","Gene Expression","OK","shape_score",-0.0779724,0.0050335,-15.4906,1.51e-52,-0.111825112441194,"count",2.139821e-48,TRUE,TRUE
"42154","ENSG00000140259","MFAP1","Gene Expression","OK","shape_score",-0.088805,0.0131014,-6.7783,1.4e-11,-0.123122724489443,"count",1.81104e-07,TRUE,TRUE
"42346","ENSG00000166477","LEO1","Gene Expression","OK","shape_score",-0.0896279,0.0156346,-5.7327,1.06e-08,-0.122268766190216,"count",0.0001329664,TRUE,TRUE
"42482","ENSG00000157456","CCNB2","Gene Expression","OK","shape_score",-0.1473301,0.0081514,-18.0741,3.78e-70,-0.208902876745909,"count",5.399352e-66,TRUE,TRUE
"42510","ENSG00000182718","ANXA2","Gene Expression","OK","shape_score",-0.1081543,0.0020258,-53.389,0,-0.155987036096626,"count",0,TRUE,TRUE
"42614","ENSG00000103671","TRIP4","Gene Expression","OK","shape_score",-0.0994925,0.0170511,-5.835,5.82e-09,-0.133525030690306,"count",7.330872e-05,TRUE,FALSE
"42630","ENSG00000140451","PIF1","Gene Expression","OK","shape_score",0.2144908,0.0176141,12.1772,1.69e-33,0.198956309042078,"count",2.355184e-29,TRUE,FALSE
"42782","ENSG00000140350","ANP32A","Gene Expression","OK","shape_score",-0.0851029,0.0072597,-11.7227,3.29e-31,-0.121165277257252,"count",4.564546e-27,TRUE,TRUE
"42846","ENSG00000067225","PKM","Gene Expression","OK","shape_score",-0.1004272,0.0021122,-47.5463,0,-0.144825159657987,"count",0,TRUE,TRUE
"43070","ENSG00000166411","IDH3A","Gene Expression","OK","shape_score",-0.0865942,0.0108546,-7.9777,1.95e-15,-0.121340005188188,"count",2.596815e-11,TRUE,TRUE
"43074","ENSG00000140395","WDR61","Gene Expression","OK","shape_score",-0.1101411,0.0063894,-17.2382,3.35e-64,-0.157264012015159,"count",4.7704e-60,TRUE,TRUE
"43086","ENSG00000041357","PSMA4","Gene Expression","OK","shape_score",-0.0993934,0.0037472,-26.5248,1.62e-142,-0.142965544963611,"count",2.348028e-138,TRUE,TRUE
"43138","ENSG00000103876","FAH","Gene Expression","OK","shape_score",-0.0733917,0.0047755,-15.3684,8.95e-52,-0.105253239228959,"count",1.267678e-47,TRUE,TRUE
"43146","ENSG00000172379","ARNT2","Gene Expression","OK","shape_score",0.0804951,0.0133989,6.0076,2.06e-09,0.109387993491435,"count",2.60796e-05,TRUE,FALSE
"43154","ENSG00000103888","CEMIP","Gene Expression","OK","shape_score",0.1021833,0.0190118,5.3747,8.12e-08,0.130869380767688,"count",0.0010035508,TRUE,FALSE
"43202","ENSG00000250988","SNHG21","Gene Expression","OK","shape_score",-0.0807395,0.009067,-8.9048,8.09e-19,-0.114337662987062,"count",1.0918264e-14,TRUE,FALSE
"43286","ENSG00000259494","MRPL46","Gene Expression","OK","shape_score",-0.0867686,0.0069364,-12.5091,3.2e-35,-0.123682498315076,"count",4.46944e-31,TRUE,TRUE
"43534","ENSG00000131876","SNRPA1","Gene Expression","OK","shape_score",-0.1067562,0.0056019,-19.057,1.92e-77,-0.153042050748204,"count",2.751936e-73,TRUE,TRUE
"43586","ENSG00000129925","TMEM8A","Gene Expression","OK","shape_score",0.1012756,0.0125049,8.0989,7.37e-16,0.138490262158792,"count",9.838213e-12,TRUE,FALSE
"43690","ENSG00000127586","CHTF18","Gene Expression","OK","shape_score",-0.0842683,0.0162645,-5.1811,2.32e-07,-0.113024319869935,"count",0.002840376,TRUE,FALSE
"43802","ENSG00000183751","TBL3","Gene Expression","OK","shape_score",-0.0893427,0.0139058,-6.4248,1.48e-10,-0.123180876121404,"count",1.89662e-06,TRUE,FALSE
"43842","ENSG00000008710","PKD1","Gene Expression","OK","shape_score",0.0954892,0.0147318,6.4819,1.02e-10,0.128471384557722,"count",1.308966e-06,TRUE,FALSE
"43894","ENSG00000162063","CCNF","Gene Expression","OK","shape_score",0.1593096,0.0189566,8.4039,6e-17,0.185443137583406,"count",8.0502e-13,TRUE,FALSE
"44070","ENSG00000103351","CLUAP1","Gene Expression","OK","shape_score",-0.0753899,0.0136492,-5.5234,3.55e-08,-0.103640151196434,"count",0.000441975,TRUE,FALSE
"44086","ENSG00000126602","TRAP1","Gene Expression","OK","shape_score",-0.0915289,0.0085833,-10.6636,3.48e-26,-0.129768185971592,"count",4.783608e-22,TRUE,TRUE
"44134","ENSG00000103415","HMOX2","Gene Expression","OK","shape_score",-0.0938473,0.0066411,-14.1314,3.06e-44,-0.13382441469165,"count",4.310928e-40,TRUE,TRUE
"44190","ENSG00000033011","ALG1","Gene Expression","OK","shape_score",-0.0937929,0.0120295,-7.7969,8.11e-15,-0.130517617913493,"count",1.0756293e-10,TRUE,FALSE
"44206","ENSG00000184857","TMEM186","Gene Expression","OK","shape_score",-0.0995556,0.0152177,-6.5421,6.86e-11,-0.136051684893178,"count",8.826762e-07,TRUE,FALSE
"44246","ENSG00000103274","NUBP1","Gene Expression","OK","shape_score",-0.0949812,0.0080951,-11.7331,2.92e-31,-0.134853465884247,"count",4.0515e-27,TRUE,TRUE
"44414","ENSG00000170540","ARL6IP1","Gene Expression","OK","shape_score",-0.0847284,0.0052917,-16.0117,6.54e-56,-0.12156958000496,"count",9.28353e-52,TRUE,TRUE
"44510","ENSG00000140740","UQCRC2","Gene Expression","OK","shape_score",-0.0786014,0.0061436,-12.7941,9.82e-37,-0.112325178982629,"count",1.3740144e-32,TRUE,TRUE
"44574","ENSG00000166851","PLK1","Gene Expression","OK","shape_score",-0.1001374,0.0079231,-12.6387,6.62e-36,-0.14058633800788,"count",9.252112e-32,TRUE,TRUE
"45218","ENSG00000261997","AC007336.1","Gene Expression","OK","shape_score",0.1152308,0.0187234,6.1544,8.31e-10,0.146960358936243,"count",1.056201e-05,TRUE,FALSE
"45286","ENSG00000102900","NUP93","Gene Expression","OK","shape_score",-0.0833359,0.0144489,-5.7676,8.67e-09,-0.114434499215927,"count",0.00010890387,TRUE,FALSE
"45290","ENSG00000051108","HERPUD1","Gene Expression","OK","shape_score",-0.1037023,0.0077718,-13.3435,9.76e-40,-0.148237165208713,"count",1.3699136e-35,TRUE,TRUE
"45318","ENSG00000005194","CIAPIN1","Gene Expression","OK","shape_score",-0.087289,0.0077933,-11.2004,1.12e-28,-0.124013186414405,"count",1.546496e-24,TRUE,TRUE
"45326","ENSG00000102978","POLR2C","Gene Expression","OK","shape_score",-0.0928885,0.0074505,-12.4674,5.3e-35,-0.13222642815883,"count",7.40145e-31,TRUE,TRUE
"45446","ENSG00000159593","NAE1","Gene Expression","OK","shape_score",-0.0975568,0.0078521,-12.4243,8.9e-35,-0.138660169477286,"count",1.242707e-30,TRUE,TRUE
"45538","ENSG00000159720","ATP6V0D1","Gene Expression","OK","shape_score",-0.0869325,0.006127,-14.1884,1.41e-44,-0.124162932309978,"count",1.987395e-40,TRUE,TRUE
"45562","ENSG00000102977","ACD","Gene Expression","OK","shape_score",-0.0742463,0.0090751,-8.1813,3.78e-16,-0.104849242147932,"count",5.054616e-12,TRUE,TRUE
"45626","ENSG00000182810","DDX28","Gene Expression","OK","shape_score",-0.1197966,0.0165747,-7.2277,5.9e-13,-0.162242473742408,"count",7.71838e-09,TRUE,FALSE
"45666","ENSG00000141076","UTP4","Gene Expression","OK","shape_score",-0.0877478,0.0119697,-7.3309,2.77e-13,-0.122283644035969,"count",3.634517e-09,TRUE,TRUE
"45686","ENSG00000132603","NIP7","Gene Expression","OK","shape_score",-0.096276,0.0090532,-10.6344,4.73e-26,-0.13616329936459,"count",6.498547e-22,TRUE,TRUE
"45702","ENSG00000181019","NQO1","Gene Expression","OK","shape_score",-0.1009345,0.0032198,-31.3482,2.63e-192,-0.145454762191015,"count",3.824809e-188,TRUE,TRUE
"45734","ENSG00000157349","DDX19B","Gene Expression","OK","shape_score",-0.0861263,0.0143834,-5.9879,2.32e-09,-0.117806544489316,"count",2.9348e-05,TRUE,FALSE
"45906","ENSG00000166848","TERF2IP","Gene Expression","OK","shape_score",-0.0740146,0.0074638,-9.9165,6.63e-23,-0.105251515683889,"count",9.051939e-19,TRUE,TRUE
"46018","ENSG00000140961","OSGIN1","Gene Expression","OK","shape_score",-0.1150649,0.0182156,-6.3168,2.97e-10,-0.154536204843948,"count",3.790611e-06,TRUE,FALSE
"46334","ENSG00000167699","GLOD4","Gene Expression","OK","shape_score",-0.0807419,0.0076314,-10.5803,8.3e-26,-0.114807794030357,"count",1.139922e-21,TRUE,TRUE
"46338","ENSG00000171861","MRM3","Gene Expression","OK","shape_score",-0.0978088,0.0130786,-7.4785,9.26e-14,-0.135259027937404,"count",1.2188938e-09,TRUE,TRUE
"46430","ENSG00000167720","SRR","Gene Expression","OK","shape_score",-0.0816172,0.0123758,-6.5949,4.83e-11,-0.113288928121336,"count",6.223455e-07,TRUE,TRUE
"46434","ENSG00000167721","TSR1","Gene Expression","OK","shape_score",-0.0752411,0.0104897,-7.1729,8.77e-13,-0.105663252923454,"count",1.1454497e-08,TRUE,TRUE
"46574","ENSG00000142507","PSMB6","Gene Expression","OK","shape_score",-0.0791863,0.0026761,-29.5904,1.5e-173,-0.114074929621418,"count",2.1789e-169,TRUE,TRUE
"46662","ENSG00000108561","C1QBP","Gene Expression","OK","shape_score",-0.0742145,0.0030477,-24.3507,6.28e-122,-0.106855967485526,"count",9.081508e-118,TRUE,TRUE
"46670","ENSG00000072849","DERL2","Gene Expression","OK","shape_score",-0.0914512,0.0056661,-16.14,9.4e-57,-0.130864602620713,"count",1.33527e-52,TRUE,TRUE
"46786","ENSG00000169992","NLGN2","Gene Expression","OK","shape_score",0.0789686,0.0148875,5.3044,1.19e-07,0.106004252736852,"count",0.001465842,TRUE,FALSE
"46818","ENSG00000161960","EIF4A1","Gene Expression","OK","shape_score",-0.127453,0.0038646,-32.9796,2.8e-210,-0.183393658245759,"count",4.07484e-206,TRUE,TRUE
"46854","ENSG00000141499","WRAP53","Gene Expression","OK","shape_score",-0.1029968,0.0162778,-6.3274,2.78e-10,-0.139239144611091,"count",3.549504e-06,TRUE,FALSE
"46918","ENSG00000178999","AURKB","Gene Expression","OK","shape_score",0.0741561,0.0086177,8.6051,1.09e-17,0.102510175432749,"count",1.466704e-13,TRUE,TRUE
"46990","ENSG00000006744","ELAC2","Gene Expression","OK","shape_score",-0.0713882,0.0088905,-8.0297,1.29e-15,-0.100824634178946,"count",1.719312e-11,TRUE,TRUE
"47070","ENSG00000170315","UBB","Gene Expression","OK","shape_score",-0.1061992,0.0023396,-45.3922,0,-0.153102729841924,"count",0,TRUE,TRUE
"47214","ENSG00000141127","PRPSAP2","Gene Expression","OK","shape_score",-0.0777777,0.0129408,-6.0103,2.02e-09,-0.107661405352588,"count",2.557724e-05,TRUE,TRUE
"47294","ENSG00000256618","MTRNR2L1","Gene Expression","OK","shape_score",0.0910724,0.0170564,5.3395,9.86e-08,0.118918331885013,"count",0.0012159352,TRUE,FALSE
"47426","ENSG00000132591","ERAL1","Gene Expression","OK","shape_score",-0.0820474,0.0087915,-9.3326,1.7e-20,-0.116144297461523,"count",2.30588e-16,TRUE,TRUE
"47526","ENSG00000172171","TEFM","Gene Expression","OK","shape_score",-0.0861663,0.0140477,-6.1338,9.44e-10,-0.1181618930985,"count",1.1990688e-05,TRUE,TRUE
"47594","ENSG00000108666","C17orf75","Gene Expression","OK","shape_score",-0.0758945,0.0124464,-6.0977,1.18e-09,-0.105404642252219,"count",1.497656e-05,TRUE,TRUE
"47618","ENSG00000108671","PSMD11","Gene Expression","OK","shape_score",-0.1028143,0.0064124,-16.0338,4.69e-56,-0.146847907680566,"count",6.658862e-52,TRUE,TRUE
"47630","ENSG00000198783","ZNF830","Gene Expression","OK","shape_score",-0.086691,0.0150267,-5.7691,8.6e-09,-0.118611202316994,"count",0.0001080332,TRUE,FALSE
"47726","ENSG00000275700","AATF","Gene Expression","OK","shape_score",-0.1040273,0.0085456,-12.1732,1.77e-33,-0.1474770405436,"count",2.466495e-29,TRUE,FALSE
"47794","ENSG00000277791","PSMB3","Gene Expression","OK","shape_score",-0.0854318,0.0030444,-28.0622,8.43e-158,-0.123027781330655,"count",1.2236145e-153,TRUE,FALSE
"47878","ENSG00000108344","PSMD3","Gene Expression","OK","shape_score",-0.0847786,0.0064091,-13.2278,4.28e-39,-0.121084142334781,"count",6.00484e-35,TRUE,TRUE
